年度/Year,月份/Month,發電站名稱/Station Name,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kW-h),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day
2021,2,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,2613,3.24
2021,2,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,2846,3.14
2021,2,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,76553,3.86
2021,2,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,19293430,4.59
2021,2,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,105665,3.44
2021,2,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,10155,1.48
2021,2,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,38168,4.16
2021,3,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,45290,2.24
2021,3,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2874,2.3
2021,3,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6882,2.42
2021,3,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9012,2.51
2021,3,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3071,2.36
2021,3,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,178455,2.71
2021,3,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,112205,3.46
2021,3,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9362,3.31
2021,3,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2285,1.23
2021,3,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,490484,3.41
2021,3,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,208093,4.12
2021,3,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,6304,3.39
2021,3,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,159610,3.53
2021,3,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,5896,2.69
2021,3,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,33031,2.925
2021,3,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,55661,3.4
2021,3,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,15928,3.17
2021,3,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,20501,2.9
2021,3,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,22837,3.72
2021,3,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,31811,3.98
2021,3,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,251577,4.51
2021,3,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,48851,4.15
2021,3,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,62943,4.08
2021,3,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,59080,2.68
2021,3,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,74735,2.66
2021,3,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,10919560,3.52
2021,3,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,110863,3.58
2021,3,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,5127,3.47
2021,3,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,24999,3.73
2021,3,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,6232,2.7
2021,3,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,3147,3.52
2021,3,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,3657,3.64
2021,3,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,89041,4.05
2021,3,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,10247277,4.55
2021,3,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,129210,3.8
2021,3,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,5962,4.05
2021,3,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,41299,4.07
2021,4,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,51490,2.63475689
2021,4,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3450,2.857142857
2021,4,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,7338,2.664488017
2021,4,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8526,2.454231434
2021,4,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3143,2.500397772
2021,4,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,176738,2.77492024
2021,4,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,575566,2.958018935
2021,4,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8384,3.066849566
2021,4,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2081,1.156111111
2021,4,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,446729,3.211474868
2021,4,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,199485,4.085337757
2021,4,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,6020,3.342773058
2021,4,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,137720,3.148087192
2021,4,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,6207,2.930179861
2021,4,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,36073,3.296674026
2021,4,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,54499,3.440593434
2021,4,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,16353,3.364814815
2021,4,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,23215,3.394005848
2021,4,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,22796,3.837710438
2021,4,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,31400,4.056847545
2021,4,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,246595,4.567842919
2021,4,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,47149,4.136312594
2021,4,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,55044,3.684633304
2021,4,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,72460,3.40168629
2021,4,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,93881,3.447654092
2021,4,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,11275921,3.758674161
2021,4,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,109041,3.636154462
2021,4,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,5463,3.817610063
2021,4,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,26131,4.032561728
2021,4,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,7060,3.163082437
2021,4,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,2971,3.438657407
2021,4,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,3703,3.809670782
2021,4,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,84664,3.97971223
2021,4,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,22107926,4.912902577
2021,4,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,130908,3.983058583
2021,4,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,25358,3.442760943
2021,4,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,40172,4.090501792
2021,5,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,68405,3.38738894
2021,5,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4266,3.418954117
2021,5,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,9273,3.25848619
2021,5,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,11345,3.160343195
2021,5,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3747,2.884748633
2021,5,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,234053,3.55626685
2021,5,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,723360,3.597657941
2021,5,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,10114,3.580335413
2021,5,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2650,1.424731183
2021,5,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,606180,4.217174247
2021,5,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,216539,4.291542428
2021,5,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,7059,3.793264658
2021,5,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,192096,4.249400072
2021,5,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,7760,3.545143473
2021,5,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,44972,3.952414287
2021,5,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,57810,3.531891496
2021,5,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,19163,3.815810434
2021,5,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,29504,4.174306735
2021,5,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,25274,4.117627892
2021,5,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,36010,4.502375594
2021,5,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,264898,4.74859504
2021,5,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,57356,4.869442963
2021,5,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,70621,4.574858973
2021,5,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,92039,4.181454566
2021,5,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,120423,4.279716313
2021,5,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,13647918,4.402593817
2021,5,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,134560,4.342382114
2021,5,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,6341,4.288226145
2021,5,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,30526,4.558841099
2021,5,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,6975,3.024193548
2021,5,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,4242,4.751344086
2021,5,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,4866,4.844683393
2021,5,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,106862,4.861113322
2021,5,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,24439184,5.25577073
2021,5,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,169386,4.987553641
2021,5,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,33582,4.412228424
2021,5,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,42571,4.194947656
2021,6,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,68516,3.51
2021,6,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4311,3.57
2021,6,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,8146,2.96
2021,6,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8419,2.42
2021,6,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,2847,2.26
2021,6,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,193788,3.04
2021,6,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,574648,2.95
2021,6,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8176,2.99
2021,6,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1728,0.96
2021,6,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,420061,3.02
2021,6,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,153200,3.14
2021,6,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4782,2.66
2021,6,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,138266,3.16
2021,6,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,6253,2.95
2021,6,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,35472,3.23
2021,6,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,46503,2.94
2021,6,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,19908,4.1
2021,6,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,29990,4.38
2021,6,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,19091,3.21
2021,6,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,27582,3.56
2021,6,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,190826,3.53
2021,6,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,38537,3.38
2021,6,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,45987,3.08
2021,6,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,92485,4.34
2021,6,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,118251,4.34
2021,6,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,11991498,4
2021,6,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,99407,3.31
2021,6,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,5737,4.01
2021,6,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,27077,4.18
2021,6,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,7229,3.24
2021,6,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,3663,4.24
2021,6,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,4102,4.22
2021,6,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,77792,3.66
2021,6,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,18072691,4.02
2021,6,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,141753,4.31
2021,6,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,27498,3.73
2021,6,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,34386,3.5
2021,6,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,189476,3.16
2021,6,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,75566,3.42
2021,6,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,139954,4
2021,6,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,103173,4
2021,6,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,37658,4.09
2021,6,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,36023,3.91
2021,6,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,43480,3.93
2021,7,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,84760,4.2
2021,7,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4778,3.83
2021,7,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,10304,3.62
2021,7,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9620,2.68
2021,7,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3743,2.88
2021,7,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,253450,3.85
2021,7,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,708131,3.52
2021,7,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,10877,3.85
2021,7,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1851,1
2021,7,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,488697,3.4
2021,7,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,191145,3.79
2021,7,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5686,3.06
2021,7,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,149078,3.3
2021,7,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,7583,3.46
2021,7,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,41784,3.65
2021,7,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,57992,3.54
2021,7,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,20757,4.13
2021,7,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,32434,4.59
2021,7,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,25243,4.11
2021,7,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,35795,4.48
2021,7,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,210464,3.77
2021,7,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,46565,3.95
2021,7,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,58336,3.78
2021,7,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,112539,5.11
2021,7,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,142370,5.06
2021,7,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,16171074,5.22
2021,7,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,130401,4.21
2021,7,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,7800,5.27
2021,7,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,30023,4.48
2021,7,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,10761,4.67
2021,7,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,3937,4.41
2021,7,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,4447,4.43
2021,7,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,93267,4.24
2021,7,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,21826971,4.69
2021,7,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,180422,5.31
2021,7,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,34936,4.59
2021,7,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,42013,4.14
2021,7,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,221125,3.57
2021,7,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,71093,3.11
2021,7,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,150913,4.17
2021,7,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,115383,4.33
2021,7,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,41866,4.4
2021,7,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,44782,4.7
2021,7,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,46339,4.05
2021,8,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,73562,3.64
2021,8,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4027,3.23
2021,8,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,8594,3.02
2021,8,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8390,2.34
2021,8,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3136,2.41
2021,8,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,225528,3.43
2021,8,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,605871,3.01
2021,8,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8984,3.18
2021,8,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1918,1.03
2021,8,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,353853,2.46
2021,8,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,163486,3.24
2021,8,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4764,2.56
2021,8,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,111680,2.47
2021,8,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,6600,3.02
2021,8,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,35476,3.09
2021,8,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,45709,2.79
2021,8,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,17935,3.57
2021,8,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,28728,4.06
2021,8,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,21095,3.44
2021,8,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,29862,3.73
2021,8,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,192165,3.44
2021,8,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,40266,3.42
2021,8,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,49504,3.21
2021,8,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,93755,4.26
2021,8,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,114068,4.05
2021,8,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,13131186,4.24
2021,8,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,105768,3.41
2021,8,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,6751,4.57
2021,8,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,31497,4.7
2021,8,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,9572,4.15
2021,8,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,3212,3.6
2021,8,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,3679,3.66
2021,8,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,79017,3.59
2021,8,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,18318841,3.94
2021,8,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,154713,4.56
2021,8,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,30304,3.98
2021,8,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,34981,3.45
2021,8,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,147922,2.39
2021,8,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,91152,3.99
2021,8,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,138883,3.84
2021,8,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,99847,3.74
2021,8,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,34362,3.61
2021,8,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,39363,4.13
2021,8,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,37467,3.28
2021,9,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,83105,4.25
2021,9,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4383,3.63
2021,9,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,9759,3.54
2021,9,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9159,2.64
2021,9,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3582,2.85
2021,9,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,258961,4.07
2021,9,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,717820,3.69
2021,9,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,11185,4.09
2021,9,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1945,1.08
2021,9,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,496014,3.57
2021,9,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,215310,4.41
2021,9,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,6050,3.36
2021,9,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,153731,3.51
2021,9,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,7605,3.59
2021,9,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,42072,3.785
2021,9,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,61421,3.88
2021,9,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,18972,3.9
2021,9,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,31369,4.59
2021,9,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,24633,4.15
2021,9,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,34265,4.43
2021,9,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,259208,4.8
2021,9,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,47542,4.17
2021,9,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,58241,3.9
2021,9,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,104589,4.91
2021,9,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,132390,4.86
2021,9,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,14627094,4.88
2021,9,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,114685,3.82
2021,9,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,6818,4.76
2021,9,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,32494,5.01
2021,9,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,9843,4.41
2021,9,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,3622,4.19
2021,9,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,4440,4.57
2021,9,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,94884,4.46
2021,9,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,23131932,5.14
2021,9,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,165038,5.02
2021,9,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,32657,4.43
2021,9,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,40285,4.1
2021,9,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,227273,3.79
2021,9,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,98677,4.46
2021,9,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,146053,4.17
2021,9,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,112224,4.35
2021,9,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,38961,4.23
2021,9,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,43116,4.68
2021,9,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,42889,3.88
