年度/Year,月份/Month,發電站名稱/Station Name,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kW-h),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day
2022,10,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,24491,3.65755675
2022,10,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,6154,2.668227541
2022,10,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,1822,2.040770609
2022,10,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,3159,3.14516129
2022,10,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,71592,3.256693913
2022,10,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,18669298,4.014927421
2022,10,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,120267,3.541249653
2022,10,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,23757,3.121354019
2022,10,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,34875,3.436583578
2022,10,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,208333,3.36091547
2022,10,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,79566,3.481235299
2022,10,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,113622,3.139756208
2022,10,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,73529,2.757513981
2022,10,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,21432,2.250504032
2022,10,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,21291,2.235698085
2022,10,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,38880,3.402217742
2022,10,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,72421,3.134945371
2022,11,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,43730,2.24
2022,11,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2816,2.33
2022,11,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,7333,2.66
2022,11,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,7670,2.21
2022,11,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3314,2.64
2022,11,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,185346,2.91
2022,11,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,544153,2.8
2022,11,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9032,3.3
2022,11,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,3703,2.06
2022,11,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,323318,2.32
2022,11,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,162629,3.33
2022,11,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4480,2.49
2022,11,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,113917,2.6
2022,11,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4576,2.16
2022,11,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,22714,2.033664483
2022,11,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,39564,2.5
2022,11,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,16271,3.347942387
2022,11,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,19710,2.881578947
2022,11,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,18584,3.128619529
2022,11,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,25014,3.231782946
2022,11,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,196667,3.642993424
2022,11,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,39174,3.436677545
2022,11,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,49318,3.301336118
2022,11,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,56150,2.636001728
2022,11,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,68927,2.531251836
2022,11,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,9545048,3.181711302
2022,11,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,86643,2.889255702
2022,11,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,3614,2.525506639
2022,11,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,17901,2.7625
2022,11,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,2976,1.333333333
2022,11,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,1530,1.770833333
2022,11,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,2629,2.70473251
2022,11,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,57706,2.712525677
2022,11,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,16043994,3.565353868
2022,11,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,94703,2.881470934
2022,11,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,20748,2.816878462
2022,11,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,31722,3.230083089
2022,11,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,197048,3.284823146
2022,11,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,69002,3.119665075
2022,11,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,103896,2.966694079
2022,11,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,73636,2.853577629
2022,11,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,23882,2.591362847
2022,11,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,22587,2.450846354
2022,11,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,32157,2.907714844
2022,11,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,56085,2.508722491
2022,12,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,34940,1.730215183
2022,12,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,1852,1.484271689
2022,12,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6448,2.265795207
2022,12,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,7247,2.018775419
2022,12,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3251,2.502887058
2022,12,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,176076,2.675348071
2022,12,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,577059,2.870024461
2022,12,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8513,3.013584672
2022,12,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,4441,2.387634409
2022,12,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,370939,2.580610376
2022,12,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,166924,3.308232827
2022,12,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4731,2.542277248
2022,12,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,124030,2.743696334
2022,12,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4675,2.135766203
2022,12,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,18970,1.658435962
2022,12,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,40021,2.445075758
2022,12,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,12472,2.48347272
2022,12,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,14904,2.108658744
2022,12,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,18661,3.040241121
2022,12,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,26693,3.337459365
2022,12,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,207453,3.718828707
2022,12,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,37683,3.199233196
2022,12,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,49871,3.230664984
2022,12,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,40710,1.849509614
2022,12,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,46641,1.657575783
2022,12,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,8727274,2.815275015
2022,12,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,76744,2.476603545
2022,12,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,3711,2.509636843
2022,12,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,19066,2.847371565
2022,12,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,3695,1.602063822
2022,12,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,1712,1.917562724
2022,12,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,2347,2.336718439
2022,12,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,53074,2.414316862
2022,12,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,16623327,3.574930959
2022,12,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,77175,2.272410071
2022,12,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,19771,2.597646601
2022,12,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,29250,2.882295904
2022,12,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,192148,3.099812251
2022,12,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,52342,2.290109067
2022,12,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,68859,1.902804674
2022,12,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,44980,1.686857959
2022,12,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,15108,1.586441532
2022,12,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,15898,1.669396841
2022,12,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,24902,2.17906446
2022,12,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,52783,2.284859661
2022,12,台南七股II光電站/Tainan Qigu II Photovoltaics Station,3299.83,354896,3.469347834
2023,1,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,43303,2.144347683
2023,1,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2207,1.768783811
2023,1,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6565,2.306908426
2023,1,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,7752,2.15945178
2023,1,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3343,2.573716221
2023,1,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,163545,2.484948546
2023,1,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,517402,2.573318146
2023,1,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8783,3.109164122
2023,1,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,4851,2.608064516
2023,1,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,399828,2.781590196
2023,1,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,168332,3.336137693
2023,1,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5001,2.687365994
2023,1,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,132040,2.920887398
2023,1,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4345,1.985006236
2023,1,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,21677,1.893188328
2023,1,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,39650,2.42240958
2023,1,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,12498,2.48864994
2023,1,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,16482,2.331918506
2023,1,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,18668,3.041381558
2023,1,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,25684,3.211302826
2023,1,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,223155,4.000304744
2023,1,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,39077,3.317581817
2023,1,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,53903,3.491859691
2023,1,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,48359,2.197013889
2023,1,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,58098,2.064746422
2023,1,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,8076978,2.605500224
2023,1,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,87323,2.817998167
2023,1,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,3688,2.49408264
2023,1,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,18333,2.737903226
2023,1,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,4219,1.829257718
2023,1,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,1772,1.984767025
2023,1,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,2403,2.392473118
2023,1,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,58257,2.650089637
2023,1,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,17226712,3.704691969
2023,1,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,72657,2.139378018
2023,1,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,16616,2.183121538
2023,1,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,31056,3.0602592
2023,1,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,193323,3.118767844
2023,1,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,50296,2.200590838
2023,1,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,79565,2.198647292
2023,1,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,59525,2.232330369
2023,1,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,20864,2.190860215
2023,1,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,19623,2.060546875
2023,1,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,26871,2.351362987
2023,1,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,55371,2.396888473
2023,1,台南七股II光電站/Tainan Qigu II Photovoltaics Station,3299.83,349997,3.421456804
2023,2,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,35686,1.767156812
2023,2,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,1923,1.541174113
2023,2,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6965,2.447466442
2023,2,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,7739,2.155830408
2023,2,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3176,2.445145893
2023,2,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,146298,2.222892796
2023,2,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,459075,2.283226636
2023,2,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8850,3.132881986
2023,2,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,4640,2.494623656
2023,2,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,342540,2.383039471
2023,2,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,163538,3.241126381
2023,2,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4716,2.534216763
2023,2,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,149928,3.316591985
2023,2,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4473,2.043482829
2023,2,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,17561,1.532519137
2023,2,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,44456,2.716031281
2023,2,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,12874,2.56352051
2023,2,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,15615,2.209252971
2023,2,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,19304,3.144998371
2023,2,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,26170,3.272068017
2023,2,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,209006,3.746667981
2023,2,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,38619,3.278698267
2023,2,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,50478,3.269986707
2023,2,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,40479,1.839014976
2023,2,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,51475,1.829371443
2023,2,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,7090373,2.287237682
2023,2,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,90981,2.936045386
2023,2,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,4310,2.914722391
2023,2,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,21388,3.194145759
2023,2,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,4974,2.1566077
